iteration,loss
1874,0.650261
1875,0.650254
1876,0.650327
1877,0.650542
1878,0.650551
1879,0.650807
1880,0.650784
1881,0.650982
1882,0.650791
1883,0.650865
1884,0.650616
1885,0.650708
1886,0.650537
1887,0.650642
1888,0.650529
1889,0.650721
1890,0.650552
1891,0.650680
1892,0.650399
1893,0.650414
1894,0.650294
1895,0.650407
1896,0.650327
1897,0.650271
1898,0.650288
1899,0.649944
1900,0.649775
1901,0.649314
1902,0.649266
1903,0.648967
1904,0.649115
1905,0.648835
1906,0.649022
1907,0.648603
1908,0.647875
1909,0.647114
1910,0.647185
1911,0.646960
1912,0.647088
1913,0.647015
1914,0.647280
1915,0.647358
1916,0.647653
1917,0.647676
1918,0.647494
1919,0.647203
1920,0.646894
1921,0.646773
1922,0.646765
1923,0.646889
1924,0.646939
1925,0.647089
1926,0.647004
1927,0.647211
1928,0.647051
1929,0.647022
1930,0.646839
1931,0.646811
1932,0.646817
1933,0.646842
1934,0.647094
1935,0.647063
1936,0.647381
1937,0.647152
1938,0.647220
1939,0.646824
1940,0.646875
1941,0.646571
1942,0.646727
1943,0.646354
1944,0.646614
1945,0.646408
1946,0.646965
1947,0.646515
1948,0.646971
1949,0.646515
1950,0.646857
1951,0.646704
1952,0.646923
1953,0.646745
1954,0.646596
1955,0.646399
1956,0.646309
1957,0.646123
1958,0.646140
1959,0.646014
1960,0.646148
1961,0.646186
1962,0.646351
1963,0.646495
1964,0.646576
1965,0.646663
1966,0.646556
1967,0.646446
1968,0.646308
1969,0.646226
1970,0.646209
1971,0.646059
1972,0.646132
1973,0.646021
1974,0.646117
1975,0.646172
1976,0.646380
1977,0.646613
1978,0.646604
1979,0.646479
1980,0.646197
1981,0.646152
1982,0.645886
1983,0.645940
1984,0.645754
1985,0.645933
1986,0.645892
1987,0.646087
1988,0.645996
1989,0.646102
1990,0.646042
1991,0.646183
1992,0.646191
1993,0.646244
1994,0.646131
1995,0.646078
1996,0.645999
1997,0.645843
1998,0.645789
1999,0.645629
2000,0.645625
2001,0.645553
2002,0.645501
2003,0.645856
2004,0.646218
2005,0.646604
2006,0.645879
2007,0.645499
2008,0.644926
2009,0.644978
2010,0.644904
2011,0.645281
2012,0.645369
2013,0.645763
2014,0.645685
2015,0.645859
2016,0.645719
2017,0.645670
2018,0.645674
2019,0.645419
2020,0.645431
2021,0.645204
2022,0.645277
2023,0.645188
2024,0.645187
2025,0.644771
2026,0.644758
2027,0.644488
2028,0.644554
2029,0.644323
2030,0.644726
2031,0.644581
2032,0.645043
2033,0.644615
2034,0.644696
2035,0.644385
2036,0.644475
2037,0.644398
2038,0.644711
2039,0.644723
2040,0.644929
2041,0.644967
2042,0.644985
2043,0.645289
2044,0.645042
2045,0.645098
2046,0.644578
2047,0.644518
2048,0.644120
2049,0.644162
2050,0.643932
2051,0.644109
2052,0.644042
2053,0.644311
2054,0.644247
2055,0.644327
2056,0.644145
2057,0.644043
2058,0.643812
2059,0.643592
2060,0.643409
2061,0.643454
2062,0.643519
2063,0.643803
2064,0.644071
2065,0.644240
2066,0.644501
2067,0.644060
2068,0.643868
2069,0.643529
2070,0.643304
2071,0.643239
2072,0.643142
2073,0.643300
2074,0.643350
2075,0.643512
2076,0.643520
2077,0.643579
2078,0.643511
2079,0.643763
2080,0.643634
2081,0.643705
2082,0.643367
2083,0.643282
2084,0.642869
2085,0.642708
2086,0.642506
2087,0.642521
2088,0.642475
2089,0.642452
2090,0.642321
2091,0.642341
2092,0.642454
2093,0.642701
2094,0.642927
2095,0.642819
2096,0.642893
2097,0.642482
2098,0.642588
2099,0.642395
2100,0.642442
2101,0.642377
2102,0.642287
2103,0.642384
2104,0.642501
2105,0.642822
2106,0.643119
2107,0.643172
2108,0.642949
2109,0.642734
2110,0.642458
2111,0.642351
2112,0.642263
2113,0.642331
2114,0.642318
2115,0.642390
2116,0.642230
2117,0.642308
2118,0.642123
2119,0.642220
2120,0.642166
2121,0.642297
2122,0.642323
2123,0.642422
2124,0.642369
2125,0.642134
2126,0.641874
2127,0.641770
2128,0.641739
2129,0.641869
2130,0.641941
2131,0.641994
2132,0.641858
2133,0.641663
2134,0.641452
2135,0.641198
2136,0.641196
2137,0.641233
2138,0.641408
2139,0.641397
2140,0.641387
2141,0.641195
2142,0.641068
2143,0.640969
2144,0.641021
2145,0.641187
2146,0.641396
2147,0.641616
2148,0.641630
2149,0.641421
2150,0.641374
2151,0.641311
2152,0.641501
2153,0.641316
2154,0.641458
2155,0.640955
2156,0.640844
2157,0.640464
2158,0.640580
2159,0.640483
2160,0.640743
2161,0.640692
2162,0.640974
2163,0.640867
2164,0.641056
2165,0.640756
2166,0.640738
2167,0.640310
2168,0.640371
2169,0.640179
2170,0.640377
2171,0.640365
2172,0.640737
2173,0.640198
2174,0.640006
2175,0.639440
2176,0.639421
2177,0.639314
2178,0.639575
2179,0.639559
2180,0.639753
2181,0.639317
2182,0.639175
2183,0.638935
2184,0.639121
2185,0.639139
2186,0.639643
2187,0.639580
2188,0.639751
2189,0.639430
2190,0.639319
2191,0.639082
2192,0.638932
2193,0.638628
2194,0.638636
2195,0.638577
2196,0.638794
2197,0.638649
2198,0.638720
2199,0.638447
2200,0.638600
2201,0.638489
2202,0.638756
2203,0.638713
2204,0.638729
2205,0.638565
2206,0.638463
2207,0.638431
2208,0.638320
2209,0.638481
2210,0.638564
2211,0.638860
2212,0.638875
2213,0.639032
2214,0.638903
2215,0.638602
2216,0.638509
2217,0.638260
2218,0.638210
2219,0.638165
2220,0.638288
2221,0.638378
2222,0.638432
2223,0.638469
2224,0.638584
2225,0.638434
2226,0.638333
2227,0.637638
2228,0.637137
2229,0.637121
2230,0.637237
2231,0.637354
2232,0.637158
2233,0.636978
2234,0.636791
2235,0.636641
2236,0.636686
2237,0.636650
2238,0.636947
2239,0.636863
2240,0.637283
2241,0.636910
2242,0.637187
2243,0.637020
2244,0.637337
2245,0.637398
2246,0.637213
2247,0.637166
2248,0.636811
2249,0.636764
2250,0.636573
2251,0.636659
2252,0.636491
2253,0.636357
2254,0.636017
2255,0.636203
2256,0.636130
2257,0.636309
2258,0.636211
2259,0.636368
2260,0.636058
2261,0.635966
2262,0.635684
2263,0.635843
2264,0.636005
2265,0.636168
2266,0.636088
2267,0.635752
2268,0.635544
2269,0.635413
2270,0.635488
2271,0.635779
2272,0.635959
2273,0.636428
2274,0.636240
2275,0.636364
2276,0.635897
2277,0.635905
2278,0.635727
2279,0.635943
2280,0.635788
2281,0.635980
2282,0.635643
2283,0.635686
2284,0.635464
2285,0.635513
2286,0.635635
2287,0.635624
2288,0.635938
2289,0.635630
2290,0.635899
2291,0.635559
2292,0.635541
2293,0.635157
2294,0.635146
2295,0.635028
2296,0.635192
2297,0.634963
2298,0.635084
2299,0.634654
2300,0.634906
2301,0.634663
2302,0.635119
2303,0.634865
2304,0.635198
2305,0.634922
2306,0.635019
2307,0.634428
2308,0.633911
2309,0.633421
2310,0.633367
2311,0.633276
2312,0.633366
2313,0.633440
2314,0.633459
2315,0.633505
2316,0.633292
2317,0.633358
2318,0.633155
2319,0.633218
2320,0.633089
2321,0.633220
2322,0.633127
2323,0.633350
2324,0.632972
2325,0.633203
2326,0.633124
2327,0.633222
2328,0.633171
2329,0.632784
2330,0.632658
2331,0.632531
2332,0.632431
2333,0.632571
2334,0.632298
2335,0.632539
2336,0.632369
2337,0.632756
2338,0.632734
2339,0.632862
2340,0.632658
2341,0.632409
2342,0.632200
2343,0.631998
2344,0.631839
2345,0.631895
2346,0.631825
2347,0.631958
2348,0.631973
2349,0.632229
2350,0.632257
2351,0.632312
2352,0.631920
2353,0.632008
2354,0.631673
2355,0.631823
2356,0.631845
2357,0.632033
2358,0.631929
2359,0.631745
2360,0.631524
2361,0.631512
2362,0.631518
2363,0.631694
2364,0.631564
2365,0.631652
2366,0.631430
2367,0.631458
2368,0.631302
2369,0.631334
2370,0.631340
2371,0.631464
2372,0.631794
2373,0.632033
2374,0.632500
2375,0.632481
2376,0.632156
2377,0.631832
2378,0.631215
2379,0.631230
2380,0.631066
2381,0.631341
2382,0.630621
2383,0.630638
2384,0.630312
2385,0.630543
2386,0.630314
2387,0.630428
2388,0.630266
2389,0.630332
2390,0.630093
2391,0.630247
2392,0.629602
2393,0.629725
2394,0.629313
2395,0.629618
2396,0.629220
2397,0.629294
2398,0.628825
2399,0.629004
2400,0.628748
2401,0.629132
2402,0.629057
2403,0.629577
2404,0.629383
2405,0.629452
2406,0.628885
2407,0.628806
2408,0.628581
2409,0.628658
2410,0.628711
2411,0.628804
2412,0.628873
2413,0.628929
2414,0.628945
2415,0.628758
2416,0.628760
2417,0.628451
2418,0.628582
2419,0.628279
2420,0.628526
2421,0.628341
2422,0.628601
2423,0.628369
2424,0.628497
2425,0.628189
2426,0.628170
2427,0.627987
2428,0.628047
2429,0.628048
2430,0.628182
2431,0.628295
2432,0.628454
2433,0.628487
2434,0.628371
2435,0.628561
2436,0.628438
2437,0.628622
2438,0.628312
2439,0.628227
2440,0.627959
2441,0.627819
2442,0.627781
2443,0.627787
2444,0.627998
2445,0.627979
2446,0.628206
2447,0.628001
2448,0.628129
2449,0.627939
2450,0.628063
2451,0.627882
2452,0.627950
2453,0.627721
2454,0.627720
2455,0.627439
2456,0.627664
2457,0.627618
2458,0.627841
2459,0.627523
2460,0.627656
2461,0.627520
2462,0.627890
2463,0.627923
2464,0.627894
2465,0.627560
2466,0.627272
2467,0.627072
2468,0.626961
2469,0.627029
2470,0.626993
2471,0.627212
2472,0.627092
2473,0.627372
2474,0.627252
2475,0.627537
2476,0.627601
2477,0.627878
2478,0.627777
2479,0.627854
2480,0.627520
2481,0.627349
2482,0.627161
2483,0.627151
2484,0.627153
2485,0.627322
2486,0.627298
2487,0.627563
2488,0.627542
2489,0.627717
2490,0.627335
2491,0.627365
2492,0.627075
2493,0.627246
2494,0.627154
2495,0.627315
2496,0.627225
2497,0.627354
2498,0.627370
2499,0.627397
2500,0.627375
2501,0.627241
2502,0.627246
2503,0.627159
2504,0.627197
2505,0.627034
2506,0.627024
2507,0.626905
2508,0.626922
2509,0.626925
2510,0.627107
2511,0.627273
2512,0.627639
2513,0.627573
2514,0.627800
2515,0.627448
2516,0.627348
2517,0.626895
2518,0.626818
2519,0.626575
2520,0.626746
2521,0.626788
2522,0.627111
2523,0.627210
2524,0.627164
2525,0.627019
2526,0.626927
2527,0.627031
2528,0.627151
2529,0.627286
2530,0.627103
2531,0.627000
2532,0.626509
2533,0.626491
2534,0.626263
2535,0.626501
2536,0.626413
2537,0.626694
2538,0.626413
2539,0.626482
2540,0.626070
2541,0.626268
2542,0.626017
2543,0.626262
2544,0.626041
2545,0.626223
2546,0.626141
2547,0.626224
2548,0.626259
2549,0.626408
2550,0.626450
2551,0.626542
2552,0.626467
2553,0.626522
2554,0.626377
2555,0.626083
2556,0.625840
2557,0.625617
2558,0.625597
2559,0.625685
2560,0.625938
2561,0.626125
2562,0.626415
2563,0.626311
2564,0.626364
2565,0.626163
2566,0.626251
2567,0.625989
2568,0.626090
2569,0.625851
2570,0.625949
2571,0.625619
2572,0.625300
2573,0.624901
2574,0.625200
2575,0.625037
2576,0.625126
2577,0.624832
2578,0.624704
2579,0.624386
2580,0.624278
2581,0.624286
2582,0.624246
2583,0.624302
2584,0.624097
2585,0.624195
2586,0.623873
2587,0.624032
2588,0.623847
2589,0.624115
2590,0.624142
2591,0.624319
2592,0.624196
2593,0.624154
2594,0.623953
2595,0.623975
2596,0.623996
2597,0.624118
2598,0.624123
2599,0.623876
2600,0.623767
2601,0.623549
2602,0.623771
2603,0.623830
2604,0.624250
2605,0.624091
2606,0.624133
2607,0.623953
2608,0.623818
2609,0.623718
2610,0.623640
2611,0.623574
2612,0.623540
2613,0.623498
2614,0.623593
2615,0.623798
2616,0.623856
2617,0.623910
2618,0.623732
2619,0.623724
2620,0.623534
2621,0.623593
2622,0.623510
2623,0.623899
2624,0.623642
2625,0.624183
2626,0.623569
2627,0.624125
2628,0.623655
2629,0.624079
2630,0.623585
2631,0.623763
2632,0.623542
2633,0.623646
2634,0.623459
2635,0.623464
2636,0.623399
2637,0.623418
2638,0.623500
2639,0.623409
2640,0.623397
2641,0.623267
2642,0.623305
2643,0.623366
2644,0.623823
2645,0.624128
2646,0.624455
2647,0.624066
2648,0.623704
2649,0.623359
2650,0.623148
2651,0.623028
2652,0.623105
2653,0.623026
2654,0.623311
2655,0.623189
2656,0.623557
2657,0.623535
2658,0.623697
2659,0.623583
2660,0.623354
2661,0.623167
2662,0.622958
2663,0.622875
2664,0.622882
2665,0.622984
2666,0.623228
2667,0.623411
2668,0.623554
2669,0.623480
2670,0.623485
2671,0.623478
2672,0.623626
2673,0.623613
2674,0.623539
2675,0.623414
2676,0.623199
2677,0.623048
2678,0.623039
2679,0.622975
2680,0.623069
2681,0.622933
2682,0.623087
2683,0.622991
2684,0.623216
2685,0.623173
2686,0.623236
2687,0.623232
2688,0.623180
2689,0.623280
2690,0.623128
2691,0.623016
2692,0.622734
2693,0.622731
2694,0.622512
2695,0.622567
2696,0.622459
2697,0.622511
2698,0.622475
2699,0.622584
2700,0.622655
2701,0.622765
2702,0.622823
2703,0.622629
2704,0.622593
2705,0.622370
2706,0.622394
2707,0.622311
2708,0.622621
2709,0.622696
2710,0.623349
2711,0.623383
2712,0.623628
2713,0.623409
2714,0.622845
2715,0.622624
2716,0.622276
2717,0.622501
2718,0.622313
2719,0.622651
2720,0.622198
2721,0.622440
2722,0.622095
2723,0.622431
2724,0.622181
2725,0.622579
2726,0.622288
2727,0.622660
2728,0.622302
2729,0.622585
2730,0.622363
2731,0.622714
2732,0.622436
2733,0.622684
2734,0.622478
2735,0.622566
2736,0.622462
2737,0.622265
2738,0.622183
2739,0.621974
2740,0.622027
2741,0.622013
2742,0.622309
2743,0.622392
2744,0.622646
2745,0.622311
2746,0.622314
2747,0.621984
2748,0.622183
2749,0.622049
2750,0.622405
2751,0.622173
2752,0.622307
2753,0.622016
2754,0.622105
2755,0.621865
2756,0.621812
2757,0.621647
2758,0.621627
2759,0.621753
2760,0.621947
2761,0.622172
2762,0.622089
2763,0.621926
2764,0.621600
2765,0.621499
2766,0.621323
2767,0.621515
2768,0.621384
2769,0.621547
2770,0.621378
2771,0.621402
2772,0.621279
2773,0.621175
2774,0.621133
2775,0.620891
2776,0.620886
2777,0.620801
2778,0.621037
2779,0.621113
2780,0.621131
2781,0.621019
2782,0.620901
2783,0.620767
2784,0.620533
2785,0.620454
2786,0.620293
2787,0.620312
2788,0.620259
2789,0.620429
2790,0.620526
2791,0.620912
2792,0.620948
2793,0.621304
2794,0.621251
2795,0.621260
2796,0.621019
2797,0.620835
2798,0.620695
2799,0.620593
2800,0.620683
2801,0.620673
2802,0.620795
2803,0.620843
2804,0.620818
2805,0.620858
2806,0.620949
2807,0.620842
2808,0.620957
2809,0.620745
2810,0.620806
2811,0.620559
2812,0.620535
2813,0.620313
2814,0.620275
2815,0.620163
2816,0.620144
2817,0.620151
2818,0.620194
2819,0.620362
2820,0.620455
2821,0.620696
2822,0.620635
2823,0.620765
2824,0.620535
2825,0.620764
2826,0.620611
2827,0.621063
2828,0.620741
2829,0.620951
2830,0.620348
2831,0.620458
2832,0.619989
2833,0.620212
2834,0.619998
2835,0.620437
2836,0.620472
2837,0.620969
2838,0.620736
2839,0.620889
2840,0.620217
2841,0.620365
2842,0.620118
2843,0.620470
2844,0.620498
2845,0.620594
2846,0.620552
2847,0.620459
2848,0.620517
2849,0.620359
2850,0.620537
2851,0.620293
2852,0.620509
2853,0.620155
2854,0.620275
2855,0.619972
2856,0.619999
2857,0.619813
2858,0.619801
2859,0.619691
2860,0.619726
2861,0.619742
2862,0.620004
2863,0.620302
2864,0.620572
2865,0.620676
2866,0.620236
2867,0.620051
2868,0.619862
2869,0.620109
2870,0.620447
2871,0.620674
2872,0.620745
2873,0.620413
2874,0.620273
2875,0.620038
2876,0.619860
2877,0.619719
2878,0.619667
2879,0.619629
2880,0.619574
2881,0.619537
2882,0.619758
2883,0.619916
2884,0.620066
2885,0.620031
2886,0.619617
2887,0.619476
2888,0.619096
2889,0.619305
2890,0.619036
2891,0.619488
2892,0.619077
2893,0.619499
2894,0.619167
2895,0.619587
2896,0.619413
2897,0.619770
2898,0.619595
2899,0.619763
2900,0.619480
2901,0.619407
2902,0.619103
2903,0.619007
2904,0.618839
2905,0.618932
2906,0.618948
2907,0.619255
2908,0.619305
2909,0.619577
2910,0.619568
2911,0.619698
2912,0.619526
2913,0.619335
2914,0.619158
2915,0.619190
2916,0.619387
2917,0.619700
2918,0.619744
2919,0.619888
2920,0.619531
2921,0.619717
2922,0.619254
2923,0.619534
2924,0.619053
2925,0.619153
2926,0.618789
2927,0.618887
2928,0.618760
2929,0.619004
2930,0.619096
2931,0.619433
2932,0.619420
2933,0.619482
2934,0.619180
2935,0.619300
2936,0.619229
2937,0.619324
2938,0.618913
2939,0.618619
2940,0.618395
2941,0.618318
2942,0.618434
2943,0.618488
2944,0.618672
2945,0.618633
2946,0.618787
2947,0.618559
2948,0.618651
2949,0.618325
2950,0.618472
2951,0.618277
2952,0.618628
2953,0.618445
2954,0.618914
2955,0.618712
2956,0.619055
2957,0.618755
2958,0.618903
2959,0.618358
2960,0.618481
2961,0.618127
2962,0.618357
2963,0.618278
2964,0.618654
2965,0.618615
2966,0.618763
2967,0.618558
2968,0.618488
2969,0.618541
2970,0.618594
2971,0.618747
2972,0.618669
2973,0.618809
2974,0.618730
2975,0.618868
2976,0.618691
2977,0.618634
2978,0.618593
2979,0.618437
2980,0.618459
2981,0.618105
2982,0.618036
2983,0.617748
2984,0.617966
2985,0.617875
2986,0.618245
2987,0.617991
2988,0.618187
2989,0.617787
2990,0.617950
2991,0.617727
2992,0.618038
2993,0.618041
2994,0.618542
2995,0.618315
2996,0.618454
2997,0.617895
2998,0.617881
2999,0.617683
3000,0.617932
