iteration,loss
827,0.697991
828,0.697915
829,0.697926
830,0.697979
831,0.698066
832,0.698110
833,0.698124
834,0.698197
835,0.698066
836,0.697972
837,0.697780
838,0.697846
839,0.697740
840,0.697904
841,0.697697
842,0.697644
843,0.697436
844,0.697539
845,0.697506
846,0.697584
847,0.697409
848,0.697437
849,0.697398
850,0.697343
851,0.697249
852,0.697295
853,0.697165
854,0.696860
855,0.696702
856,0.696604
857,0.696411
858,0.696185
859,0.696218
860,0.696178
861,0.696348
862,0.696165
863,0.696204
864,0.696103
865,0.696292
866,0.696178
867,0.696211
868,0.695939
869,0.696132
870,0.695956
871,0.696087
872,0.695937
873,0.696106
874,0.695863
875,0.696084
876,0.695632
877,0.695766
878,0.695387
879,0.695590
880,0.695407
881,0.695538
882,0.695352
883,0.695358
884,0.695105
885,0.695110
886,0.694854
887,0.695002
888,0.694855
889,0.694924
890,0.694680
891,0.694596
892,0.694439
893,0.694439
894,0.694380
895,0.694458
896,0.694591
897,0.694616
898,0.694629
899,0.694412
900,0.694371
901,0.694276
902,0.694196
903,0.694222
904,0.694260
905,0.694403
906,0.694313
907,0.694389
908,0.693945
909,0.693858
910,0.693625
911,0.693544
912,0.693449
913,0.693388
914,0.693404
915,0.693434
916,0.693544
917,0.693687
918,0.693939
919,0.693907
920,0.694084
921,0.693889
922,0.693947
923,0.693680
924,0.693644
925,0.693357
926,0.693531
927,0.693235
928,0.693360
929,0.693053
930,0.693169
931,0.693020
932,0.693422
933,0.693083
934,0.693279
935,0.692960
936,0.693050
937,0.692804
938,0.692769
939,0.692702
940,0.692234
941,0.691997
942,0.691926
943,0.692019
944,0.691992
945,0.692140
946,0.692015
947,0.692009
948,0.691700
949,0.691688
950,0.691290
951,0.691334
952,0.691120
953,0.691255
954,0.691122
955,0.691242
956,0.691037
957,0.691168
958,0.690882
959,0.690675
960,0.690475
961,0.690468
962,0.690406
963,0.690435
964,0.690536
965,0.690720
966,0.690807
967,0.690975
968,0.690815
969,0.690697
970,0.690535
971,0.690569
972,0.690628
973,0.690481
974,0.690478
975,0.690180
976,0.690274
977,0.690075
978,0.690168
979,0.690064
980,0.690089
981,0.689979
982,0.690035
983,0.689927
984,0.689783
985,0.689524
986,0.689516
987,0.689646
988,0.689683
989,0.689838
990,0.689571
991,0.689625
992,0.689271
993,0.689496
994,0.688998
995,0.689253
996,0.689110
997,0.689502
998,0.689311
999,0.689555
1000,0.689327
1001,0.689437
1002,0.689186
1003,0.689134
1004,0.689076
1005,0.688980
1006,0.689016
1007,0.688800
1008,0.688870
1009,0.688760
1010,0.688899
1011,0.688757
1012,0.688888
1013,0.688824
1014,0.688932
1015,0.688536
1016,0.688394
1017,0.688308
1018,0.688413
1019,0.688365
1020,0.688421
1021,0.688348
1022,0.688354
1023,0.688216
1024,0.688266
1025,0.688082
1026,0.688373
1027,0.688237
1028,0.688528
1029,0.688336
1030,0.688534
1031,0.687970
1032,0.687585
1033,0.687276
1034,0.687431
1035,0.687294
1036,0.687477
1037,0.686945
1038,0.686985
1039,0.686893
1040,0.686988
1041,0.686833
1042,0.686891
1043,0.687058
1044,0.687097
1045,0.687228
1046,0.686947
1047,0.687037
1048,0.686762
1049,0.686849
1050,0.686654
1051,0.686664
1052,0.686523
1053,0.686681
1054,0.686472
1055,0.686685
1056,0.686575
1057,0.686928
1058,0.686938
1059,0.687159
1060,0.686869
1061,0.686942
1062,0.686669
1063,0.686604
1064,0.686418
1065,0.686425
1066,0.686304
1067,0.686396
1068,0.686342
1069,0.686438
1070,0.686197
1071,0.686018
1072,0.685745
1073,0.685807
1074,0.685696
1075,0.685783
1076,0.685663
1077,0.685700
1078,0.685617
1079,0.685648
1080,0.685616
1081,0.685671
1082,0.685641
1083,0.685834
1084,0.685965
1085,0.686498
1086,0.686078
1087,0.686289
1088,0.685740
1089,0.685851
1090,0.685575
1091,0.685852
1092,0.685761
1093,0.686164
1094,0.685833
1095,0.685770
1096,0.685293
1097,0.685292
1098,0.684687
1099,0.684197
1100,0.684086
1101,0.684098
1102,0.684048
1103,0.684189
1104,0.684119
1105,0.684199
1106,0.684211
1107,0.684069
1108,0.684104
1109,0.683984
1110,0.684265
1111,0.684097
1112,0.684458
1113,0.684018
1114,0.684242
1115,0.683611
1116,0.683446
1117,0.683101
1118,0.683295
1119,0.683103
1120,0.683249
1121,0.683143
1122,0.683316
1123,0.683248
1124,0.683357
1125,0.683339
1126,0.683398
1127,0.683272
1128,0.682986
1129,0.682666
1130,0.682411
1131,0.682443
1132,0.682476
1133,0.682549
1134,0.682636
1135,0.682672
1136,0.682806
1137,0.682792
1138,0.682864
1139,0.682715
1140,0.682725
1141,0.682529
1142,0.682450
1143,0.682304
1144,0.682191
1145,0.682292
1146,0.682160
1147,0.682334
1148,0.682196
1149,0.682445
1150,0.682357
1151,0.682508
1152,0.682301
1153,0.682356
1154,0.682115
1155,0.682254
1156,0.681786
1157,0.681523
1158,0.681120
1159,0.681222
1160,0.680985
1161,0.681140
1162,0.680672
1163,0.680836
1164,0.680622
1165,0.680931
1166,0.680758
1167,0.681103
1168,0.680831
1169,0.681036
1170,0.680697
1171,0.680794
1172,0.680573
1173,0.680832
1174,0.680866
1175,0.681023
1176,0.680797
1177,0.680822
1178,0.680519
1179,0.680615
1180,0.680570
1181,0.680642
1182,0.680657
1183,0.680429
1184,0.680419
1185,0.680170
1186,0.680345
1187,0.680178
1188,0.680491
1189,0.680378
1190,0.680585
1191,0.680332
1192,0.680436
1193,0.680170
1194,0.680218
1195,0.680141
1196,0.680109
1197,0.680144
1198,0.680100
1199,0.680311
1200,0.680307
1201,0.680590
1202,0.680487
1203,0.680309
1204,0.680215
1205,0.679942
1206,0.679949
1207,0.679809
1208,0.680055
1209,0.679954
1210,0.680197
1211,0.679884
1212,0.679860
1213,0.679569
1214,0.679645
1215,0.679501
1216,0.679680
1217,0.679529
1218,0.679644
1219,0.679503
1220,0.679571
1221,0.679558
1222,0.679781
1223,0.679703
1224,0.679895
1225,0.679661
1226,0.679570
1227,0.679292
1228,0.679244
1229,0.679166
1230,0.679160
1231,0.679143
1232,0.679249
1233,0.679135
1234,0.678844
1235,0.678659
1236,0.678609
1237,0.678352
1238,0.678173
1239,0.678086
1240,0.678151
1241,0.678317
1242,0.678550
1243,0.678788
1244,0.678958
1245,0.678836
1246,0.678318
1247,0.677833
1248,0.677670
1249,0.677618
1250,0.677471
1251,0.677588
1252,0.677435
1253,0.677765
1254,0.677377
1255,0.677700
1256,0.677295
1257,0.677511
1258,0.677227
1259,0.677465
1260,0.677223
1261,0.677325
1262,0.677016
1263,0.677021
1264,0.676841
1265,0.676846
1266,0.676754
1267,0.676546
1268,0.676478
1269,0.676258
1270,0.676374
1271,0.676293
1272,0.676422
1273,0.676482
1274,0.676510
1275,0.676535
1276,0.676497
1277,0.676273
1278,0.676202
1279,0.675896
1280,0.676023
1281,0.675763
1282,0.676023
1283,0.675831
1284,0.676228
1285,0.676389
1286,0.676911
1287,0.676756
1288,0.676668
1289,0.675909
1290,0.675800
1291,0.675558
1292,0.675809
1293,0.675796
1294,0.675984
1295,0.675842
1296,0.675972
1297,0.675872
1298,0.676156
1299,0.675895
1300,0.675906
1301,0.675686
1302,0.675811
1303,0.675589
1304,0.675741
1305,0.675401
1306,0.675513
1307,0.675318
1308,0.675426
1309,0.675174
1310,0.675220
1311,0.675161
1312,0.675335
1313,0.675189
1314,0.675491
1315,0.675292
1316,0.675534
1317,0.675063
1318,0.675117
1319,0.674773
1320,0.674901
1321,0.674667
1322,0.674800
1323,0.674697
1324,0.674706
1325,0.674756
1326,0.674550
1327,0.674416
1328,0.674222
1329,0.674200
1330,0.674213
1331,0.674464
1332,0.674628
1333,0.674772
1334,0.674432
1335,0.673731
1336,0.673531
1337,0.673602
1338,0.673702
1339,0.673901
1340,0.673705
1341,0.673722
1342,0.672784
1343,0.672711
1344,0.672466
1345,0.672460
1346,0.672345
1347,0.672251
1348,0.672229
1349,0.672191
1350,0.672185
1351,0.672170
1352,0.672279
1353,0.672205
1354,0.672510
1355,0.672407
1356,0.672457
1357,0.671925
1358,0.671766
1359,0.671493
1360,0.671540
1361,0.671453
1362,0.671522
1363,0.671483
1364,0.671585
1365,0.671554
1366,0.671651
1367,0.671630
1368,0.671860
1369,0.671845
1370,0.671939
1371,0.671653
1372,0.671556
1373,0.671315
1374,0.671296
1375,0.671190
1376,0.671280
1377,0.671528
1378,0.671980
1379,0.672616
1380,0.672486
1381,0.672132
1382,0.671538
1383,0.671216
1384,0.671016
1385,0.671045
1386,0.670983
1387,0.671102
1388,0.670995
1389,0.671065
1390,0.670886
1391,0.671039
1392,0.670869
1393,0.670994
1394,0.670995
1395,0.671186
1396,0.671227
1397,0.671310
1398,0.671117
1399,0.670946
1400,0.670945
1401,0.670714
1402,0.670903
1403,0.670760
1404,0.671003
1405,0.670570
1406,0.670773
1407,0.670504
1408,0.670714
1409,0.670060
1410,0.669476
1411,0.668735
1412,0.668757
1413,0.668517
1414,0.668489
1415,0.668403
1416,0.668602
1417,0.668671
1418,0.668946
1419,0.669102
1420,0.669064
1421,0.668839
1422,0.668639
1423,0.668403
1424,0.668280
1425,0.668214
1426,0.668327
1427,0.668128
1428,0.668182
1429,0.668085
1430,0.668372
1431,0.668292
1432,0.668311
1433,0.667883
1434,0.667713
1435,0.667446
1436,0.667345
1437,0.667252
1438,0.667285
1439,0.666981
1440,0.666806
1441,0.666613
1442,0.666434
1443,0.666420
1444,0.666310
1445,0.666473
1446,0.666454
1447,0.666657
1448,0.666554
1449,0.666492
1450,0.665889
1451,0.665882
1452,0.665815
1453,0.665850
1454,0.665471
1455,0.665150
1456,0.664768
1457,0.664823
1458,0.664611
1459,0.664619
1460,0.664560
1461,0.664587
1462,0.664347
1463,0.664246
1464,0.664098
1465,0.664098
1466,0.663867
1467,0.663815
1468,0.663661
1469,0.663733
1470,0.663641
1471,0.663622
1472,0.663045
1473,0.662725
1474,0.662622
1475,0.662562
1476,0.662397
1477,0.662434
1478,0.662274
1479,0.662486
1480,0.662361
1481,0.662355
1482,0.662488
1483,0.662347
1484,0.662486
1485,0.662078
1486,0.661936
1487,0.661709
1488,0.661703
1489,0.661717
1490,0.661730
1491,0.661844
1492,0.661981
1493,0.662096
1494,0.662157
1495,0.661806
1496,0.661613
1497,0.661496
1498,0.661470
1499,0.661556
1500,0.661470
1501,0.661669
1502,0.661496
1503,0.661714
1504,0.661558
1505,0.661733
1506,0.661706
1507,0.661754
1508,0.661507
1509,0.661402
1510,0.661025
1511,0.660941
1512,0.660965
1513,0.661241
1514,0.661276
1515,0.661440
1516,0.661270
1517,0.661424
1518,0.661198
1519,0.661350
1520,0.661061
1521,0.661032
1522,0.660909
1523,0.660910
1524,0.661035
1525,0.660748
1526,0.660691
1527,0.660125
1528,0.660013
1529,0.659959
1530,0.659866
1531,0.659796
1532,0.659692
1533,0.659664
1534,0.659812
1535,0.659927
1536,0.660238
1537,0.660263
1538,0.660559
1539,0.660245
1540,0.660297
1541,0.659866
1542,0.659779
1543,0.659317
1544,0.659147
1545,0.658928
1546,0.659107
1547,0.658857
1548,0.659070
1549,0.658823
1550,0.659090
1551,0.658926
1552,0.659311
1553,0.659158
1554,0.659420
1555,0.659086
1556,0.659169
1557,0.658679
1558,0.658184
1559,0.657537
1560,0.657757
1561,0.657648
1562,0.658162
1563,0.658179
1564,0.658159
1565,0.657940
1566,0.657498
1567,0.657462
1568,0.657087
1569,0.657227
1570,0.657062
1571,0.657346
1572,0.657460
1573,0.657809
1574,0.657955
1575,0.657960
1576,0.657760
1577,0.657541
1578,0.657364
1579,0.657323
1580,0.657283
1581,0.657457
1582,0.657314
1583,0.657500
1584,0.657198
1585,0.657344
1586,0.657057
1587,0.657190
1588,0.657066
1589,0.657178
1590,0.657119
1591,0.657178
1592,0.657122
1593,0.657218
1594,0.657132
1595,0.657220
1596,0.657216
1597,0.657126
1598,0.657043
1599,0.656899
1600,0.656798
1601,0.656818
1602,0.656931
1603,0.656978
1604,0.656950
1605,0.656950
1606,0.656878
1607,0.657044
1608,0.657177
1609,0.657312
1610,0.657255
1611,0.656976
1612,0.656659
1613,0.656559
1614,0.656339
1615,0.656359
1616,0.656196
1617,0.656407
1618,0.656429
1619,0.656677
1620,0.656486
1621,0.656415
1622,0.656373
1623,0.656408
1624,0.656508
1625,0.656390
1626,0.656495
1627,0.656197
1628,0.656356
1629,0.656099
1630,0.656392
1631,0.656259
1632,0.656707
1633,0.656357
1634,0.656676
1635,0.655993
1636,0.656094
1637,0.655731
1638,0.655994
1639,0.655851
1640,0.656146
1641,0.656056
1642,0.655942
1643,0.655730
1644,0.655607
1645,0.655558
1646,0.655539
1647,0.655648
1648,0.655823
1649,0.656061
1650,0.656066
1651,0.655989
1652,0.655639
1653,0.655505
1654,0.655465
1655,0.655576
1656,0.655665
1657,0.655584
1658,0.655439
1659,0.655231
1660,0.655126
1661,0.655234
1662,0.655295
1663,0.655581
1664,0.655607
1665,0.655697
1666,0.655391
1667,0.655315
1668,0.655243
1669,0.655047
1670,0.655033
1671,0.654654
1672,0.654655
1673,0.654490
1674,0.654814
1675,0.654998
1676,0.655453
1677,0.655278
1678,0.655267
1679,0.654877
1680,0.654938
1681,0.654720
1682,0.654970
1683,0.654873
1684,0.655110
1685,0.654918
1686,0.655323
1687,0.654704
1688,0.654953
1689,0.654443
1690,0.654807
1691,0.654218
1692,0.654455
1693,0.654007
1694,0.654179
1695,0.653886
1696,0.654188
1697,0.654091
1698,0.654433
1699,0.654471
1700,0.654788
1701,0.654719
1702,0.654750
1703,0.654469
1704,0.654230
1705,0.654130
1706,0.654014
1707,0.654132
1708,0.653964
1709,0.654091
1710,0.653907
1711,0.654087
1712,0.653948
1713,0.654164
1714,0.653767
1715,0.653557
1716,0.653099
1717,0.653269
1718,0.653036
1719,0.653391
1720,0.653405
1721,0.653728
1722,0.653590
1723,0.653776
1724,0.653796
1725,0.653823
1726,0.653736
1727,0.653295
1728,0.653081
1729,0.652791
1730,0.652759
1731,0.652703
1732,0.652805
1733,0.652927
1734,0.653145
1735,0.653106
1736,0.653126
1737,0.652919
1738,0.652965
1739,0.652977
1740,0.653242
1741,0.653394
1742,0.653406
1743,0.653369
1744,0.653013
1745,0.653126
1746,0.653000
1747,0.653313
1748,0.653214
1749,0.653237
1750,0.653142
1751,0.652908
1752,0.652864
1753,0.652638
1754,0.652741
1755,0.652731
1756,0.652943
1757,0.652912
1758,0.652932
1759,0.652881
1760,0.652909
1761,0.652748
1762,0.652808
1763,0.652568
1764,0.652577
1765,0.652380
1766,0.652546
1767,0.652472
1768,0.652791
1769,0.652769
1770,0.652862
1771,0.652678
1772,0.652638
1773,0.652572
1774,0.652811
1775,0.652752
1776,0.653027
1777,0.652934
1778,0.652885
1779,0.652803
1780,0.652471
1781,0.652534
1782,0.652317
1783,0.652541
1784,0.652495
1785,0.652701
1786,0.652565
1787,0.652541
1788,0.652209
1789,0.652135
1790,0.651863
1791,0.651900
1792,0.651843
1793,0.652035
1794,0.652086
1795,0.652299
1796,0.652308
1797,0.652533
1798,0.652543
1799,0.652618
1800,0.652280
1801,0.652075
1802,0.651799
1803,0.651769
1804,0.651898
1805,0.652106
1806,0.652413
1807,0.652462
1808,0.652344
1809,0.652154
1810,0.651975
1811,0.651947
1812,0.651961
1813,0.651998
1814,0.651978
1815,0.651872
1816,0.651798
1817,0.651752
1818,0.651776
1819,0.651746
1820,0.651740
1821,0.651992
1822,0.651802
1823,0.652096
1824,0.651672
1825,0.651851
1826,0.651528
1827,0.651820
1828,0.651498
1829,0.651799
1830,0.651440
1831,0.651600
1832,0.651302
1833,0.651359
1834,0.651186
1835,0.651462
1836,0.651411
1837,0.652098
1838,0.651938
1839,0.652424
1840,0.651524
1841,0.651417
1842,0.650878
1843,0.650967
1844,0.650970
1845,0.651386
1846,0.651558
1847,0.651829
1848,0.651493
1849,0.651292
1850,0.651008
1851,0.650881
1852,0.650934
1853,0.650882
1854,0.650955
1855,0.650878
1856,0.650990
1857,0.650881
1858,0.651165
1859,0.650701
1860,0.650923
1861,0.650538
1862,0.650801
1863,0.650608
1864,0.650896
1865,0.650823
1866,0.651008
1867,0.651010
1868,0.651158
1869,0.651366
1870,0.651535
1871,0.651011
1872,0.650693
1873,0.650307
